学生id,助学金金额
16266,0
16267,0
16278,0
16279,1000
16280,0
16281,0
16290,0
16291,0
16300,0
16301,0
16302,0
16303,1500
16304,0
16305,0
16318,0
16319,1500
16324,0
16325,0
16342,0
16343,0
16344,0
16345,0
16358,0
16359,0
16360,0
16361,0
16362,0
16363,0
16364,0
16365,0
16366,0
16367,1500
16376,0
16377,0
16382,0
16383,0
16384,0
16385,0
16392,0
16393,0
16402,0
16403,0
16414,0
16415,2000
16418,0
16419,0
16420,0
16421,0
16424,0
16425,1000
16428,0
16429,0
16440,0
16441,0
16442,0
16443,0
16446,0
16447,0
16448,0
16449,0
16450,0
16451,0
16462,0
16463,0
16466,0
16467,0
16468,0
16469,2000
16470,0
16471,0
16476,0
16477,1500
16480,0
16481,1000
16484,0
16485,0
16488,0
16489,0
16492,0
16493,1500
16494,0
16495,0
16500,0
16501,0
16512,0
16513,0
16540,0
16541,0
16548,0
16549,0
16550,0
16551,0
16556,0
16557,0
16558,0
16559,0
16568,0
16569,1500
16580,0
16581,0
16584,0
16585,0
16596,0
16597,0
16604,0
16605,2000
16608,0
16609,1000
16612,0
16613,0
16614,0
16615,0
16620,0
16621,0
16630,0
16631,0
16634,0
16635,0
16636,0
16637,1000
16648,0
16649,0
16652,0
16653,1500
16656,0
16657,0
16658,0
16659,0
16668,0
16669,0
16672,0
16673,0
16674,0
16675,0
16676,0
16677,0
16680,0
16681,0
16688,0
16689,1500
16702,0
16703,0
16710,0
16711,2000
16714,0
16715,0
16718,0
16719,2000
16720,0
16721,0
16732,0
16733,0
16734,0
16735,0
16736,0
16737,1000
16738,0
16739,0
16742,0
16743,1000
16748,0
16749,0
16750,0
16751,0
16754,0
16755,2000
16764,0
16765,0
16766,0
16767,0
16772,0
16773,0
16774,0
16775,0
16780,0
16781,0
16782,0
16783,2000
16796,0
16797,0
16802,0
16803,1000
16804,0
16805,1500
16810,0
16811,0
16818,0
16819,0
16822,0
16823,2000
16824,0
16825,1000
16826,0
16827,0
16828,0
16829,0
16844,0
16845,0
16848,0
16849,0
16860,0
16861,0
16866,0
16867,0
16870,0
16871,0
16872,0
16873,0
16874,0
16875,1500
16878,0
16879,0
16884,0
16885,0
16886,0
16887,1500
16890,0
16891,1000
16898,0
16899,0
16916,0
16917,1500
16924,0
16925,0
16928,0
16929,0
16940,0
16941,0
16948,0
16949,0
16952,0
16953,0
16954,0
16955,0
16958,0
16959,0
16962,0
16963,0
16964,0
16965,0
16972,0
16973,0
16974,0
16975,0
16978,0
16979,0
16980,0
16981,2000
16992,0
16993,2000
16994,0
16995,1000
16996,0
16997,0
17006,0
17007,0
17026,0
17027,0
17034,0
17035,0
17038,0
17039,0
17044,0
17045,0
17048,0
17049,1500
17056,0
17057,2000
17062,0
17063,0
17064,0
17065,1500
17070,0
17071,2000
17086,0
17087,0
17102,0
17103,0
17106,0
17107,0
17116,0
17117,0
17122,0
17123,0
17128,0
17129,0
17140,0
17141,0
17148,0
17149,0
17150,0
17151,0
17164,0
17165,1000
17168,0
17169,1000
17178,0
17179,0
17180,0
17181,0
17190,0
17191,0
17204,0
17205,1500
17208,0
17209,1000
17210,0
17211,0
17220,0
17221,0
17236,0
17237,0
17240,0
17241,0
17244,0
17245,0
17248,0
17249,0
17252,0
17253,0
17258,0
17259,0
17270,0
17271,2000
17272,0
17273,0
17274,0
17275,0
17278,0
17279,0
17290,0
17291,0
17300,0
17301,0
17312,0
17313,0
17314,0
17315,0
17318,0
17319,1000
17332,0
17333,0
17334,0
17335,0
17338,0
17339,0
17354,0
17355,2000
17366,0
17367,0
17380,0
17381,0
17382,0
17383,1500
17390,0
17391,0
17392,0
17393,1000
17394,0
17395,1500
17402,0
17403,0
17408,0
17409,0
17410,0
17411,0
17412,0
17413,0
17416,0
17417,0
17422,0
17423,0
17424,0
17425,0
17428,0
17429,0
17432,0
17433,0
17434,0
17435,0
17436,0
17437,0
17456,0
17457,0
17460,0
17461,0
17474,0
17475,0
17484,0
17485,0
17486,0
17487,0
17488,0
17489,0
17494,0
17495,0
17496,0
17497,0
17500,0
17501,0
17502,0
17503,0
17512,0
17513,1000
17520,0
17521,1000
17524,0
17525,1500
17526,0
17527,0
17528,0
17529,0
17532,0
17533,0
17534,0
17535,0
17540,0
17541,0
17544,0
17545,0
17568,0
17569,0
17574,0
17575,0
17586,0
17587,0
17614,0
17615,0
17618,0
17619,0
17630,0
17631,0
17634,0
17635,1000
17636,0
17637,0
17638,0
17639,0
17640,0
17641,1000
17644,0
17645,2000
17646,0
17647,0
17668,0
17669,0
17670,0
17671,0
17686,0
17687,0
17700,0
17701,0
17716,0
17717,1000
17724,0
17725,0
17726,0
17727,0
17728,0
17729,1000
17730,0
17731,0
17734,0
17735,0
17736,0
17737,0
17740,0
17741,0
17744,0
17745,0
17752,0
17753,1000
17756,0
17757,1000
17760,0
17761,0
17766,0
17767,0
17788,0
17789,0
17794,0
17795,0
17798,0
17799,0
17810,0
17811,1000
17814,0
17815,1000
17822,0
17823,0
17828,0
17829,0
17852,0
17853,0
17854,0
17855,2000
17858,0
17859,0
17866,0
17867,0
17876,0
17877,0
17880,0
17881,2000
17882,0
17883,0
17900,0
17901,0
17906,0
17907,0
17908,0
17909,0
17910,0
17911,1000
17912,0
17913,0
17914,0
17915,1000
17922,0
17923,0
17930,0
17931,0
17932,0
17933,0
17936,0
17937,0
17940,0
17941,0
17942,0
17943,1000
17948,0
17949,1000
17950,0
17951,2000
17956,0
17957,0
17962,0
17963,2000
17966,0
17967,0
17968,0
17969,0
17970,0
17971,0
17974,0
17975,0
17978,0
17979,0
17982,0
17983,1000
17984,0
17985,0
17988,0
17989,0
18002,0
18003,1000
18004,0
18005,0
18012,0
18013,0
18022,0
18023,1500
18026,0
18027,0
18030,0
18031,0
18032,0
18033,0
18034,0
18035,1000
18038,0
18039,0
18042,0
18043,1000
18044,0
18045,1500
18046,0
18047,1500
18056,0
18057,0
18058,0
18059,0
18064,0
18065,0
18068,0
18069,0
18070,0
18071,1000
18076,0
18077,2000
18078,0
18079,1000
18092,0
18093,0
18094,0
18095,0
18096,0
18097,0
18098,0
18099,0
18112,0
18113,0
18118,0
18119,1500
18120,0
18121,0
18130,0
18131,0
18136,0
18137,0
18148,0
18149,0
18150,0
18151,2000
18154,0
18155,0
18156,0
18157,1500
18162,0
18163,1000
18164,0
18165,0
18166,0
18167,0
18172,0
18173,0
18176,0
18177,0
18188,0
18189,0
18194,0
18195,2000
18198,0
18199,0
18200,0
18201,0
18214,0
18215,1000
18224,0
18225,0
18230,0
18231,0
18236,0
18237,1000
18244,0
18245,1500
18250,0
18251,0
18256,0
18257,2000
18260,0
18261,0
18266,0
18267,1000
18268,0
18269,0
18272,0
18273,0
18284,0
18285,0
18286,0
18287,1500
18288,0
18289,0
18292,0
18293,1000
18300,0
18301,1500
18302,0
18303,2000
18306,0
18307,0
18308,0
18309,2000
18310,0
18311,0
18316,0
18317,0
18330,0
18331,1000
18334,0
18335,0
18336,0
18337,1000
18356,0
18357,0
18358,0
18359,1500
18360,0
18361,1000
18364,0
18365,1500
18378,0
18379,0
18384,0
18385,1000
18386,0
18387,1000
18400,0
18401,0
18404,0
18405,2000
18406,0
18407,0
18412,0
18413,0
18420,0
18421,1000
18436,0
18437,0
18442,0
18443,0
18444,0
18445,2000
18446,0
18447,0
18460,0
18461,1000
18462,0
18463,1500
18466,0
18467,0
18470,0
18471,2000
18474,0
18475,0
18476,0
18477,0
18478,0
18479,0
18484,0
18485,0
18492,0
18493,0
18496,0
18497,0
18504,0
18505,0
18506,0
18507,0
18512,0
18513,0
18518,0
18519,0
18528,0
18529,0
18532,0
18533,0
18536,0
18537,1000
18538,0
18539,0
18540,0
18541,1000
18550,0
18551,0
18558,0
18559,0
18564,0
18565,0
18570,0
18571,0
18572,0
18573,0
18574,0
18575,0
18582,0
18583,0
18584,0
18585,2000
18586,0
18587,0
18594,0
18595,0
18600,0
18601,1000
18606,0
18607,2000
18618,0
18619,1000
18620,0
18621,1500
18626,0
18627,0
18628,0
18629,1000
18636,0
18637,0
18652,0
18653,1500
18654,0
18655,0
18656,0
18657,1000
18664,0
18665,0
18676,0
18677,1000
18680,0
18681,1500
18682,0
18683,0
18686,0
18687,0
18688,0
18689,0
18690,0
18691,0
18696,0
18697,0
18700,0
18701,0
18702,0
18703,0
18704,0
18705,1500
18716,0
18717,0
18720,0
18721,0
18722,0
18723,0
18726,0
18727,0
18728,0
18729,0
18736,0
18737,0
18738,0
18739,1500
18742,0
18743,0
18754,0
18755,0
18756,0
18757,0
18758,0
18759,2000
18762,0
18763,0
18764,0
18765,0
18770,0
18771,0
18774,0
18775,2000
18780,0
18781,0
18790,0
18791,0
18794,0
18795,1500
18796,0
18797,2000
18798,0
18799,0
18800,0
18801,0
18802,0
18803,0
18806,0
18807,0
18814,0
18815,0
18820,0
18821,0
18828,0
18829,0
18832,0
18833,0
18836,0
18837,0
18838,0
18839,0
18840,0
18841,0
18844,0
18845,0
18860,0
18861,0
18864,0
18865,0
18866,0
18867,2000
18878,0
18879,0
18880,0
18881,0
18892,0
18893,1000
18896,0
18897,0
18906,0
18907,2000
18934,0
18935,1000
18936,0
18937,0
18940,0
18941,0
18944,0
18945,0
18948,0
18949,0
18954,0
18955,0
18960,0
18961,0
18970,0
18971,0
18972,0
18973,0
18976,0
18977,0
18982,0
18983,0
18986,0
18987,0
18988,0
18989,1500
18992,0
18993,0
18994,0
18995,0
19006,0
19007,1000
19010,0
19011,1000
19020,0
19021,0
19024,0
19025,0
19028,0
19029,0
19030,0
19031,0
19042,0
19043,1000
19044,0
19045,2000
19046,0
19047,0
19056,0
19057,0
19058,0
19059,1000
19062,0
19063,0
19082,0
19083,0
19098,0
19099,0
19106,0
19107,2000
19110,0
19111,0
19118,0
19119,0
19120,0
19121,0
19122,0
19123,2000
19126,0
19127,2000
19130,0
19131,0
19134,0
19135,0
19136,0
19137,0
19140,0
19141,0
19144,0
19145,0
19146,0
19147,1500
19148,0
19149,1500
19150,0
19151,0
19152,0
19153,0
19168,0
19169,1000
19170,0
19171,0
19186,0
19187,0
19196,0
19197,0
19200,0
19201,0
19202,0
19203,1500
19204,0
19205,1000
19212,0
19213,0
19218,0
19219,0
19220,0
19221,0
19224,0
19225,1000
19228,0
19229,1500
19236,0
19237,2000
19238,0
19239,0
19242,0
19243,0
19250,0
19251,0
19252,0
19253,0
19258,0
19259,1500
19266,0
19267,0
19272,0
19273,0
19274,0
19275,1500
19282,0
19283,2000
19288,0
19289,0
19290,0
19291,0
19298,0
19299,0
19300,0
19301,0
19306,0
19307,1000
19310,0
19311,0
19322,0
19323,0
19338,0
19339,0
19340,0
19341,0
19346,0
19347,1000
19348,0
19349,0
19368,0
19369,0
19376,0
19377,0
19386,0
19387,0
19388,0
19389,0
19392,0
19393,0
19396,0
19397,1500
19400,0
19401,0
19402,0
19403,1500
19404,0
19405,1000
19406,0
19407,0
19410,0
19411,0
19414,0
19415,0
19416,0
19417,0
19424,0
19425,1000
19430,0
19431,0
19434,0
19435,0
19438,0
19439,1500
19440,0
19441,0
19442,0
19443,1500
19460,0
19461,0
19466,0
19467,0
19472,0
19473,0
19474,0
19475,0
19482,0
19483,1500
19486,0
19487,2000
19498,0
19499,0
19508,0
19509,1500
19520,0
19521,0
19522,0
19523,0
19524,0
19525,0
19530,0
19531,1000
19532,0
19533,0
19534,0
19535,0
19538,0
19539,0
19540,0
19541,0
19544,0
19545,0
19548,0
19549,0
19550,0
19551,0
19552,0
19553,0
19558,0
19559,0
19562,0
19563,0
19564,0
19565,2000
19568,0
19569,0
19570,0
19571,0
19574,0
19575,1000
19582,0
19583,1000
19584,0
19585,1000
19592,0
19593,0
19600,0
19601,1000
19602,0
19603,0
19630,0
19631,0
19636,0
19637,0
19642,0
19643,0
19644,0
19645,0
19648,0
19649,0
19650,0
19651,0
19656,0
19657,0
19660,0
19661,0
19672,0
19673,0
19688,0
19689,0
19690,0
19691,0
19694,0
19695,1500
19696,0
19697,0
19698,0
19699,1000
19702,0
19703,0
19712,0
19713,0
19714,0
19715,1000
19728,0
19729,0
19730,0
19731,0
19738,0
19739,0
19742,0
19743,0
19748,0
19749,0
19752,0
19753,1500
19758,0
19759,1500
19764,0
19765,2000
19766,0
19767,1000
19770,0
19771,1500
19772,0
19773,0
19788,0
19789,0
19790,0
19791,0
19796,0
19797,0
19798,0
19799,0
19802,0
19803,0
19804,0
19805,0
19812,0
19813,0
19818,0
19819,0
19822,0
19823,0
19830,0
19831,1000
19836,0
19837,0
19840,0
19841,1000
19844,0
19845,1500
19846,0
19847,0
19850,0
19851,0
19852,0
19853,0
19854,0
19855,0
19864,0
19865,0
19866,0
19867,0
19870,0
19871,0
19874,0
19875,0
19878,0
19879,0
19894,0
19895,1000
19898,0
19899,0
19906,0
19907,0
19908,0
19909,0
19914,0
19915,1500
19916,0
19917,1000
19944,0
19945,0
19952,0
19953,0
19966,0
19967,0
19970,0
19971,0
19978,0
19979,0
19980,0
19981,0
19982,0
19983,0
19986,0
19987,0
19992,0
19993,0
19994,0
19995,0
20008,0
20009,1000
20024,0
20025,1000
20026,0
20027,0
20030,0
20031,1500
20034,0
20035,0
20036,0
20037,0
20042,0
20043,0
20062,0
20063,0
20072,0
20073,2000
20074,0
20075,0
20080,0
20081,0
20082,0
20083,0
20084,0
20085,1000
20096,0
20097,0
20100,0
20101,0
20112,0
20113,0
20118,0
20119,0
20124,0
20125,0
20132,0
20133,0
20136,0
20137,1500
20148,0
20149,0
20150,0
20151,0
20152,0
20153,1500
20154,0
20155,0
20162,0
20163,0
20172,0
20173,1000
20174,0
20175,0
20182,0
20183,0
20184,0
20185,1000
20198,0
20199,0
20200,0
20201,2000
20210,0
20211,0
20214,0
20215,0
20228,0
20229,0
20234,0
20235,0
20236,0
20237,2000
20238,0
20239,0
20240,0
20241,0
20244,0
20245,0
20252,0
20253,0
20258,0
20259,1000
20264,0
20265,2000
20268,0
20269,2000
20292,0
20293,0
20300,0
20301,1000
20316,0
20317,0
20320,0
20321,0
20322,0
20323,0
20333,0
20339,0
20341,0
20347,0
20354,0
20355,0
20356,0
20357,0
20360,0
20361,0
20364,0
20365,0
20366,0
20367,0
20378,0
20379,0
20386,0
20387,1000
20388,0
20389,0
20394,0
20395,1000
20396,0
20397,0
20402,0
20403,0
20404,0
20405,0
20410,0
20411,0
20414,0
20415,0
20416,0
20417,1000
20422,0
20423,0
20428,0
20429,0
20434,0
20435,0
20440,0
20441,0
20444,0
20445,0
20456,0
20457,0
20466,0
20467,0
20474,0
20475,0
20480,0
20481,0
20482,0
20483,0
20492,0
20493,0
20494,0
20495,0
20498,0
20499,0
20514,0
20515,1000
20518,0
20519,0
20522,0
20523,0
20524,0
20525,0
20538,0
20539,0
20544,0
20545,0
20550,0
20551,0
20560,0
20561,0
20562,0
20563,0
20566,0
20567,1500
20570,0
20571,0
20578,0
20579,0
20580,0
20581,0
20582,0
20583,0
20590,0
20591,0
20592,0
20593,0
20594,0
20595,0
20596,0
20597,0
20602,0
20603,0
20604,0
20605,0
20606,0
20607,0
20612,0
20613,0
20624,0
20625,0
20626,0
20627,2000
20632,0
20633,0
20634,0
20635,2000
20638,0
20639,0
20640,0
20641,0
20646,0
20647,0
20648,0
20649,0
20650,0
20651,0
20652,0
20653,0
20656,0
20657,0
20662,0
20663,0
20668,0
20669,0
20672,0
20673,0
20676,0
20677,0
20698,0
20699,0
20714,0
20715,2000
20720,0
20721,1000
20722,0
20723,0
20728,0
20729,0
20738,0
20739,0
20752,0
20753,0
20762,0
20763,0
20764,0
20765,1000
20766,0
20767,2000
20770,0
20771,1000
20772,0
20773,0
20782,0
20783,0
20784,0
20785,0
20798,0
20799,0
20804,0
20805,0
20812,0
20813,0
20816,0
20817,0
20826,0
20827,0
20836,0
20837,0
20840,0
20841,0
20848,0
20849,0
20850,0
20851,0
20856,0
20857,1000
20858,0
20859,0
20868,0
20869,0
20876,0
20877,0
20878,0
20879,0
20880,0
20881,0
20898,0
20899,0
20900,0
20901,0
20902,0
20903,0
20908,0
20909,0
20910,0
20911,0
20912,0
20913,0
20934,0
20935,0
20938,0
20939,0
20940,0
20941,0
20950,0
20951,0
20952,0
20953,0
20956,0
20957,1000
20962,0
20963,0
20968,0
20969,0
20978,0
20979,0
20980,0
20981,2000
20982,0
20983,0
20984,0
20985,0
20986,0
20987,0
20992,0
20993,0
21014,0
21015,0
21016,0
21017,0
21018,0
21019,0
21022,0
21023,0
21024,0
21025,0
21026,0
21027,0
21044,0
21045,0
21048,0
21049,0
21050,0
21051,0
21054,0
21055,0
21062,0
21063,0
21068,0
21069,0
21070,0
21071,0
21074,0
21075,0
21084,0
21085,0
21086,0
21087,0
21096,0
21097,2000
21104,0
21105,0
21116,0
21117,0
21118,0
21119,0
21120,0
21121,0
21148,0
21149,0
21152,0
21153,1000
21164,0
21165,1500
21168,0
21169,1000
21178,0
21179,0
21180,0
21181,0
21184,0
21185,0
21186,0
21187,0
21190,0
21191,0
21200,0
21201,1000
21212,0
21213,0
21242,0
21243,0
21246,0
21247,2000
21248,0
21249,2000
21252,0
21253,0
21256,0
21257,0
21272,0
21273,0
21278,0
21279,0
21286,0
21287,0
21288,0
21289,0
21290,0
21291,0
21292,0
21293,1500
21296,0
21297,0
21312,0
21313,0
21320,0
21321,0
21322,0
21323,1500
21324,0
21325,0
21326,0
21327,0
21332,0
21333,0
21334,0
21335,0
21338,0
21339,1500
21346,0
21347,1000
21348,0
21349,1000
21362,0
21363,0
21364,0
21365,0
21368,0
21369,0
21384,0
21385,0
21386,0
21387,0
21388,0
21389,0
21400,0
21401,0
21402,0
21403,0
21404,0
21405,1500
21410,0
21411,0
21412,0
21413,0
21420,0
21421,1500
21424,0
21425,0
21428,0
21429,0
21430,0
21431,1000
21432,0
21433,0
21434,0
21435,0
21436,0
21437,0
21440,0
21441,0
21442,0
21443,0
21444,0
21445,0
21452,0
21453,1000
21454,0
21455,0
21462,0
21463,0
21470,0
21471,0
21482,0
21483,0
21490,0
21491,1000
21492,0
21493,0
21500,0
21501,1000
21502,0
21503,0
21506,0
21507,0
21508,0
21509,0
21510,0
21511,2000
21514,0
21515,0
21522,0
21523,1000
21526,0
21527,1500
21528,0
21529,0
21530,0
21531,1000
21542,0
21543,0
21544,0
21545,0
21548,0
21549,0
21550,0
21551,0
21556,0
21557,0
21558,0
21559,1000
21566,0
21567,2000
21576,0
21577,0
21578,0
21579,0
21580,0
21581,0
21594,0
21595,1000
21622,0
21623,0
21628,0
21629,0
21632,0
21633,0
21634,0
21635,0
21646,0
21647,0
21652,0
21653,2000
21656,0
21657,0
21662,0
21663,0
21666,0
21667,0
21672,0
21673,0
21678,0
21679,0
21682,0
21683,0
21684,0
21685,1000
21694,0
21695,0
21706,0
21707,1500
21716,0
21717,0
21718,0
21719,0
21720,0
21721,1000
21726,0
21727,0
21728,0
21729,0
21730,0
21731,0
21738,0
21739,0
21742,0
21743,1000
21744,0
21745,1500
21746,0
21747,0
21756,0
21757,2000
21758,0
21759,0
21764,0
21765,0
21770,0
21771,0
21786,0
21787,0
21790,0
21791,0
21794,0
21795,0
21802,0
21803,0
21804,0
21805,0
21812,0
21813,1000
21820,0
21821,1000
21826,0
21827,0
21832,0
21833,0
21834,0
21835,0
21842,0
21843,1000
21846,0
21847,0
21848,0
21849,0
21850,0
21851,0
21852,0
21853,2000
21858,0
21859,0
21864,0
21865,0
21870,0
21871,1500
21880,0
21881,0
21882,0
21883,0
21888,0
21889,0
21890,0
21891,0
21898,0
21899,0
21908,0
21909,0
21918,0
21919,0
21924,0
21925,0
21932,0
21933,0
21936,0
21937,0
21940,0
21941,0
21942,0
21943,0
21944,0
21945,0
21948,0
21949,0
21950,0
21951,1000
21956,0
21957,1000
21958,0
21959,2000
21974,0
21975,1000
21980,0
21981,0
21994,0
21995,1500
21996,0
21997,0
22004,0
22005,0
22008,0
22009,0
22010,0
22011,0
22014,0
22015,0
22016,0
22017,1000
22024,0
22025,1500
22036,0
22037,0
22042,0
22043,0
22046,0
22047,0
22050,0
22051,0
22052,0
22053,0
22054,0
22055,0
22064,0
22065,0
22066,0
22067,0
22070,0
22071,0
22074,0
22075,0
22086,0
22087,0
22096,0
22097,0
22102,0
22103,0
22106,0
22107,0
22110,0
22111,0
22114,0
22115,0
22124,0
22125,0
22128,0
22129,0
22132,0
22133,0
22142,0
22143,0
22150,0
22151,0
22152,0
22153,0
22156,0
22157,0
22166,0
22167,0
22178,0
22179,0
22184,0
22185,0
22188,0
22189,0
22190,0
22191,0
22192,0
22193,0
22200,0
22201,0
22208,0
22209,0
22210,0
22211,0
22214,0
22215,0
22216,0
22217,0
22226,0
22227,0
22242,0
22243,0
22248,0
22249,0
22254,0
22255,0
22256,0
22257,0
22258,0
22259,0
22262,0
22263,0
22266,0
22267,0
22268,0
22269,0
22274,0
22275,0
22278,0
22279,0
22308,0
22309,0
22312,0
22313,0
22316,0
22317,0
22336,0
22337,0
22342,0
22343,0
22348,0
22349,0
22352,0
22353,0
22354,0
22355,0
22388,0
22389,0
22392,0
22393,0
22396,0
22397,0
22398,0
22399,0
22400,0
22401,0
22402,0
22403,0
22406,0
22407,0
22412,0
22413,0
22416,0
22417,0
22428,0
22429,0
22432,0
22433,0
22434,0
22435,0
22440,0
22441,0
22442,0
22443,0
22444,0
22445,0
22452,0
22453,0
22460,0
22461,0
22466,0
22467,0
22472,0
22473,0
22474,0
22475,0
22506,0
22507,0
22514,0
22515,0
22520,0
22521,0
22524,0
22525,0
22526,0
22527,0
22528,0
22529,0
22530,0
22531,0
22540,0
22541,0
22564,0
22565,0
22570,0
22571,0
22576,0
22577,0
22586,0
22587,0
22590,0
22591,0
22602,0
22603,0
22606,0
22607,0
22620,0
22621,0
22622,0
22623,0
22626,0
22627,0
22634,0
22635,0
22638,0
22639,0
22642,0
22643,0
22648,0
22649,0
22652,0
22653,0
22668,0
22669,0
22674,0
22675,0
22690,0
22691,0
22696,0
22697,0
22702,0
22703,0
22704,0
22705,0
22712,0
22713,0
22722,0
22723,0
22730,0
22731,0
22738,0
22739,0
22740,0
22741,0
22742,0
22743,0
22746,0
22747,0
22750,0
22751,0
22772,0
22773,0
22774,0
22775,0
22776,0
22777,0
22780,0
22781,0
22788,0
22789,0
22794,0
22795,0
22796,0
22797,0
22798,0
22799,0
22800,0
22801,0
22804,0
22805,0
22806,0
22807,0
22808,0
22809,0
22834,0
22835,0
22842,0
22843,0
22846,0
22847,0
22854,0
22855,0
22870,0
22871,0
22872,0
22873,0
22876,0
22877,0
22882,0
22883,0
22888,0
22889,0
22892,0
22893,0
22894,0
22895,0
22906,0
22907,0
22908,0
22909,0
22910,0
22911,0
22924,0
22925,0
22926,0
22927,0
22930,0
22931,0
22934,0
22935,0
22942,0
22943,0
22950,0
22951,0
22952,0
22953,0
22954,0
22955,0
22956,0
22957,0
22970,0
22971,0
22974,0
22975,0
22986,0
22987,0
22990,0
22991,0
22992,0
22993,0
23000,0
23001,0
23016,0
23017,0
23018,0
23019,0
23020,0
23021,0
23022,0
23023,0
23028,0
23029,0
23030,0
23031,0
23034,0
23035,0
23040,0
23041,0
23042,0
23043,0
23050,0
23051,0
23054,0
23055,0
23060,0
23061,0
23066,0
23067,0
23068,0
23069,0
23082,0
23083,0
23084,0
23085,0
23086,0
23087,0
23096,0
23097,0
23100,0
23101,0
23102,0
23103,0
23104,0
23105,0
23106,0
23107,0
23112,0
23113,0
23116,0
23117,0
23130,0
23131,0
23132,0
23133,0
23138,0
23139,0
23144,0
23145,0
23154,0
23155,0
23160,0
23161,0
23162,0
23163,0
23164,0
23165,0
23172,0
23173,0
23186,0
23187,0
23190,0
23191,0
23194,0
23195,0
23196,0
23197,0
23202,0
23203,0
23212,0
23213,0
23214,0
23215,0
23216,0
23217,0
23218,0
23219,0
23222,0
23223,0
23228,0
23229,0
23230,0
23231,0
23240,0
23241,0
23246,0
23247,0
23248,0
23249,0
23252,0
23253,0
23254,0
23255,0
23258,0
23259,0
23262,0
23263,0
23266,0
23267,0
23268,0
23269,0
23280,0
23281,0
23288,0
23289,0
23300,0
23301,0
23302,0
23303,0
23304,0
23305,0
23312,0
23313,0
23316,0
23317,0
23318,0
23319,0
23326,0
23327,0
23328,0
23329,0
23330,0
23331,0
23334,0
23335,0
23336,0
23337,0
23342,0
23343,0
23344,0
23345,0
23348,0
23349,0
23352,0
23353,0
23360,0
23361,0
23362,0
23363,0
23372,0
23373,0
23380,0
23381,0
23386,0
23387,0
23388,0
23389,0
23390,0
23391,0
23398,0
23399,0
23400,0
23401,0
23402,0
23403,0
23414,0
23415,0
23416,0
23417,0
23418,0
23419,0
23420,0
23421,0
23422,0
23423,0
23430,0
23431,0
23438,0
23439,0
23444,0
23445,0
23454,0
23455,0
23458,0
23459,0
23464,0
23465,0
23468,0
23469,0
23470,0
23471,0
23472,0
23473,0
23474,0
23475,0
23486,0
23487,0
23490,0
23491,0
23492,0
23493,0
23494,0
23495,0
23518,0
23519,0
23520,0
23521,0
23522,0
23523,0
23528,0
23529,0
23538,0
23539,0
23540,0
23541,0
23556,0
23557,0
23560,0
23561,0
23566,0
23567,0
23568,0
23569,0
23570,0
23571,0
23572,0
23573,0
23582,0
23583,0
23588,0
23589,0
23590,0
23591,0
23596,0
23597,0
23600,0
23601,0
23610,0
23611,0
23634,0
23635,0
23642,0
23643,0
23646,0
23647,0
23648,0
23649,0
23664,0
23665,0
23666,0
23667,0
23668,0
23669,0
23670,0
23671,0
23682,0
23683,0
23684,0
23685,0
23694,0
23695,0
23696,0
23697,0
23700,0
23701,0
23702,0
23703,0
23708,0
23709,0
23712,0
23713,0
23718,0
23719,0
23720,0
23721,0
23724,0
23725,0
23726,0
23727,0
23728,0
23729,0
23730,0
23731,0
23738,0
23739,0
23740,0
23741,0
23742,0
23743,0
23750,0
23751,0
23760,0
23761,0
23772,0
23773,0
23774,0
23775,0
23778,0
23779,0
23780,0
23781,0
23784,0
23785,0
23786,0
23787,0
23788,0
23789,0
23792,0
23793,0
23796,0
23797,0
23800,0
23801,0
23808,0
23809,0
23810,0
23811,0
23812,0
23813,0
23818,0
23819,0
23820,0
23821,0
23824,0
23825,0
23828,0
23829,0
23834,0
23835,0
23844,0
23845,0
23846,0
23847,0
23864,0
23865,0
23866,0
23867,0
23868,0
23869,0
23872,0
23873,0
23878,0
23879,0
23880,0
23881,0
23882,0
23883,0
23884,0
23885,0
23888,0
23889,0
23892,0
23893,0
23898,0
23899,0
23902,0
23903,0
23904,0
23905,0
23908,0
23909,0
23910,0
23911,0
23916,0
23917,0
23924,0
23925,0
23926,0
23927,0
23932,0
23933,0
23936,0
23937,0
23938,0
23939,0
23940,0
23941,0
23946,0
23947,0
23950,0
23951,0
23956,0
23957,0
23958,0
23959,0
23962,0
23963,0
23964,0
23965,0
23984,0
23985,0
23986,0
23987,0
23994,0
23995,0
23996,0
23997,0
23998,0
23999,0
24000,0
24001,0
24008,0
24009,0
24010,0
24011,0
24016,0
24017,0
24024,0
24025,0
24028,0
24029,0
24030,0
24031,0
24034,0
24035,0
24038,0
24039,0
24042,0
24043,0
24044,0
24045,0
24046,0
24047,0
24052,0
24053,0
24054,0
24055,0
24058,0
24059,0
24060,0
24061,0
24072,0
24073,0
24074,0
24075,0
24076,0
24077,0
24082,0
24083,0
24084,0
24085,0
24086,0
24087,0
24092,0
24093,0
24094,0
24095,0
24096,0
24097,0
24102,0
24103,0
24104,0
24105,0
24106,0
24107,0
24110,0
24111,0
24114,0
24115,0
24122,0
24123,0
24130,0
24131,0
24140,0
24141,0
24142,0
24143,0
24144,0
24145,0
24146,0
24147,0
24148,0
24149,0
24150,0
24151,0
24154,0
24155,0
24164,0
24165,0
24178,0
24179,0
24182,0
24183,0
24190,0
24191,0
24192,0
